#;Cajero;Apertura;Cierre;Estado;Efectivo Inicial;Efectivo Esperado;Efectivo Final;Diferencia;Total Ventas
15996;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15995;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15994;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15993;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15992;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15991;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15990;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15989;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15988;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15987;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15986;Cajero;"4/9/2026, 3:13:41 p. m.";"4/9/2026, 3:13:41 p. m.";CLOSED;100000;100000;0;-100000;0
15985;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15984;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15983;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15982;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15981;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15980;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15979;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15978;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15977;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15976;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15975;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15974;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15973;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15972;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15971;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15970;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15969;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15968;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15967;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15966;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15965;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15964;Cajero;"4/9/2026, 3:13:40 p. m.";"4/9/2026, 3:13:40 p. m.";CLOSED;100000;100000;0;-100000;0
15963;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15962;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15961;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15960;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15959;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15958;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15957;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15956;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15955;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15954;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15953;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15952;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15951;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15950;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15949;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15948;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15947;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15946;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15945;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15944;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15943;Cajero;"4/9/2026, 3:13:39 p. m.";"4/9/2026, 3:13:39 p. m.";CLOSED;100000;100000;0;-100000;0
15942;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15941;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15940;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15939;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15938;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15937;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15936;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15935;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15934;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15933;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15932;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15931;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15930;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15929;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15928;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15927;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15926;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15925;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15924;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15923;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15922;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15921;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15920;Cajero;"4/9/2026, 3:13:38 p. m.";"4/9/2026, 3:13:38 p. m.";CLOSED;100000;100000;0;-100000;0
15919;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15918;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15917;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15916;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15915;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15914;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15913;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15912;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15911;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15910;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15909;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15908;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15907;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15906;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15905;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15904;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15903;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15902;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15901;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15900;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15899;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15898;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15897;Cajero;"4/9/2026, 3:13:37 p. m.";"4/9/2026, 3:13:37 p. m.";CLOSED;100000;100000;0;-100000;0
15896;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15895;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15894;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15893;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15892;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15891;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15890;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15889;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15888;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15887;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15886;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15885;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15884;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15883;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15882;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15881;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15880;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15879;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15878;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15877;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15876;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15875;Cajero;"4/9/2026, 3:13:36 p. m.";"4/9/2026, 3:13:36 p. m.";CLOSED;100000;100000;0;-100000;0
15874;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15873;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15872;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15871;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15870;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15869;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15868;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15867;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15866;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15865;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15864;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15863;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15862;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15861;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15860;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15859;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15858;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15857;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15856;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15855;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15854;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15853;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15852;Cajero;"4/9/2026, 3:13:35 p. m.";"4/9/2026, 3:13:35 p. m.";CLOSED;100000;100000;0;-100000;0
15851;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15850;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15849;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15848;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15847;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15846;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15845;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15844;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15843;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15842;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15841;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15840;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15839;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15838;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15837;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15836;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15835;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15834;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15833;Cajero;"4/9/2026, 3:13:34 p. m.";"4/9/2026, 3:13:34 p. m.";CLOSED;100000;100000;0;-100000;0
15832;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15831;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15830;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15829;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15828;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15827;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15826;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15825;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15824;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15823;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15822;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15821;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15820;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15819;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15818;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15817;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15816;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15815;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15814;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15813;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15812;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15811;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15810;Cajero;"4/9/2026, 3:13:33 p. m.";"4/9/2026, 3:13:33 p. m.";CLOSED;100000;100000;0;-100000;0
15809;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15808;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15807;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15806;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15805;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15804;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15803;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15802;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15801;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15800;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15799;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15798;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15797;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15796;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15795;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15794;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
15793;Cajero;"4/9/2026, 3:13:32 p. m.";"4/9/2026, 3:13:32 p. m.";CLOSED;100000;100000;0;-100000;0
